asin,parent_asin,rating,title,text,timestamp,verified_purchase,helpful_vote
B07G19ZXWB,B07G19ZXWB,4.0,Buy your own highlight brush,"The highlighter brush is not good, but the rest of the brushes are amazing",1614689166060,True,0
B00TQFL40U,B00TQFL40U,5.0,Ecobrow is superior above all!,"I have tried many types of eyebrow color and Ecobrow is superior above all! My eyebrows are thin from having chemotherapy and I have spent the last 7 years searching for the perfect eye brow color. Ecobrow is all natural, it goes on easy and stays put all day. I was outside in the wind and sun in Southern California all day and my brows still had color!  I highly recommend!",1471725604000,True,3
B0798DB2MJ,B0798DB2MJ,3.0,Measly results but works good,It's very good but it doesn't last long so I'll have to buy more.,1560429729000,True,0
B0948YPFKS,B0948YPFKS,5.0,Nice flossing,Great buy for water flossing after brushing very easy to use . Great for someone who doesn’t like to floss or always forgetting to floss. Good price for the amount of ink it provides to print. Happy with this purchase.,1625279054476,True,0
B007IAM4YU,B007IAM4YU,5.0,Poof like that,It worked great! Not greasy and moistures well. I have eczema and medication creams did not help. Dry cracked elbows not anymore love love love,1668003941109,True,1
B08DKK7KXV,B08DKK7KXV,4.0,There is a lot left in the bottom,I used this for gu on bike rides. I can't down a whole one at one time. Prefer a little bit at a time. I was able to put almost 2 gu in bottle for a century ride. Worked how I wanted except the carabiner got stuck on seam at one point and couldn't get it out. There is a lot left in the bottom of the bottle that I had to scoop out with finger. The lid does come apart from the silicone tube to get more out though.,1603129892839,True,0
B00X3LHKQA,B00X3LHKQA,5.0,Helps with the appeance of my wrinkles and puffiness around my eyes,"I like this eye gel, it does help with the appearance of the wrinkles and crows feet around my eyes.  It goes on smoothly and absorbs into my skin quickly, and there is no redness or irritation at all.  I use it morning after washing my face and again before I go to bed. It relieves the puffiness that I get around my eyes sometimes too.  It does make the area around my eyes look younger.  I'm happy with this purchase.",1477516207000,False,1
B08K2ZRF29,B08K2ZRF29,5.0,She is cute,This such a beautiful soft wig. I love the color and length. The cap has 3 combs two in the front and one in the back. The wig does have come with a very tiny piece of lace that you will have to cut. The lace while dark in color when looking at it is very transparent. You do not get any parting space but the part you get (middle part) is a decent length.<br /><br />The wig is very manageable doesn’t do too much shedding (it hasn’t shed at all). The wig is synthetic so I wouldn’t recommend adding direct heat to it. If you want to style it use steam. Once the lace is cut the wig is ready to wear.,1613877566519,False,0
B00EEN2HCS,B0BM4GX6TT,5.0,Looks so good!,I I ow it says not for brows but I did it and guess what? I love it! I will always use this on my brows 😁,1622550353875,True,0
B01DJNIZD8,B01DJNIZD8,1.0,Love the size,"Love the size, but it came with a hole! Amazon is returning it but won't exchange it and the price is $20 more then when I bought it!",1491578560000,True,0
B0043QNR2K,B0043QNR2K,4.0,Nice scent,"I'm not sure if it works, but I feel more confident when I put it on. It has a nice slight scent that stands alone or pairs well with any cologne. I've ordered it a couple of times.",1432047073000,True,1
B079TJVNLL,B079TJVNLL,5.0,good razor for the price,"Smooth shave for the price , I haven't nicked or cut my self yet. liberation strip last long time.",1535649216188,True,0
B01G1F7HAS,B01G1F7HAS,5.0,So fast and easy!,"I've never bothered to write a review, until now! This thing is fantastic! I typically am to rushed to do anything more than comb my hair before I run out the door, but with this I can look &#34;put together&#34; in about the same amount of time if I allow it to warm up while I'm brushing my teeth. This is so much easier than an iron! Thank you!",1480757315000,True,14
B01N9LC44Q,B09Q3X5YWR,1.0,So sad,I was so sad today when this arrived totally crushed. I saw the reviews of others where it happened and figured it was one off thing. From the dust that collected on my hands it seems like good quality and did blend well...on my hands..,1645062807734,True,0
B09MDWLNBR,B09MDWLNBR,5.0,Wow! Wow! Wow!  New favorite product.,I absolutely love these new products!<br />They are helping my skin so much!<br />It’s so nice finding a cleanser that is clean with no harsh chemicals.,1654626804075,True,0
B074WF5KPB,B074WF5KPB,1.0,Unhappy purchase,I bought this because I wanted to have softer hands. The package was sample sized and it wasn’t worth the cost.,1588389335425,True,2
B06XHXGSKX,B06XHXGSKX,5.0,Best lashes for monolid eyes,Simply the best eyelashes for monolid eyes !!! If you’re like me and your a science experiment thanks to your parents these are the lashes for you.<br />Due to covid 19 I’m unable to show my entire face and as a brown girl with monolid eyes I had to get creative with my makeup to show off my gorgeous eyes and it worked !!!! No one at my job recognized me and I loved it !!!,1587579906400,True,0
B015XKQJ0Q,B015XKQJ0Q,2.0,liked the design at first but what I found when ...,liked the design at first but what I found when I used them was that the curved design of the bottom portion doesn't make it very easy to hold and cuts into your finger when you have to press to cut your nail.,1477315699000,True,0
B08SJL3N9F,B08SJL3N9F,3.0,Too small for most men,"These tweezers won't fit most men as the holes are made too small to hold them. They also won't fit some women such as the lady Seinfeld dated with the ""man hands!""<br />Rather than send them back, I ended expanding the holes with a pair of pliers to fit my thumb and pointer finger.",1632420560972,True,0
B07X8Z9W22,B07X8Z9W22,3.0,pops off,my diffuser pops out of it when I move it...more of a problem with the diffuser because the lip is not deep enough,1652224129562,True,0
B01G7SKNC8,B01G7SKNC8,2.0,This is OK but the water does not come out ...,This is OK but the water does not come out with the force you think it will have.  It does help clean braces but don't expect it to clean between your teeth.,1492558761000,True,0
B07W3S62JJ,B07W3S62JJ,5.0,Not bad,"I have fragile lashes, tried different things. After using product for few days starting to see important. Impressed with result. Not bad cost.",1566435235456,True,1
B07B9LB63D,B07B9LB63D,5.0,Love them,We buy wet brushes and live by them I decided to try these because they were more affordable having 3 little girls you can never have too many brushes my girls love these they prefer them over the more expensive wet brushes,1555597556559,True,0
B00JLH4NF6,B07FX823ZQ,5.0,Five Stars,Love this cover up. Have tried others and always come back to this.,1454377703000,True,0
B0034DUFAA,B0034DUFAA,5.0,Covers Everything,"I have a half sleeve tattoo and wanted it covered for my wedding. The tattoo is large, has black and color. I bought the color wheel to see what color would match my arm, then bought the large pot of the correct color - this step is well worth it. I used a sponge to layer the makeup (it took about 4 layers on the darker spots) then patted with the Mehron powder and my own face powder. The process took over an hour. Good tip - add freckles with an eyebrow pencil. My tattoo is totally undetectable - when my family saw me the first thing asked was how I covered my tattoo - Amazing. Thank you Mehron!",1356981012000,True,1
B081XTSF6G,B081XTSF6G,2.0,Not bad just clunky,I love the heating part of the beard brush I have big hands so it fits .. but I hate having to charge it every time like the charge don't last long at all it would die sometimes half way thru.. now it won't charge at all and I have a big paper weight if they have a sale I might get one again only if it's 50 or so bucks it didn't last long for the price,1646880542758,False,0
B0BJSKTYHL,B0BJSKTYHL,2.0,Pulls my hair and scratches my scalp,This is my first time using a zigzag style bristle brush. It pulls my hair and scratches my scalp. I don't recommend it if you have a sensitive scalp.,1673320276622,False,0
B083994G68,B0763H9P6S,1.0,Small,Way too small. Was disappointed in the size of them. Would be great for a little baby but not a toddler.,1619450849025,True,0
B07482LHNT,B07482LHNT,5.0,The perfect toiletry bag,Roomy with plenty of functional compartments and dividers. Seems well made.,1571693076892,True,0
B07D438VXR,B07D438VXR,1.0,Awesome product terrible shipping,Very disappointed with the shipping of this product. Mine arrived with no lid and some product was wasted in the packaging because of it. Will be purchasing directly from Tula from now on!,1559058000143,True,0
B00JNI1DZQ,B00JNI1DZQ,5.0,Love it.,Finally an eyelash curler even I can use--it works well and doesn't pinch. Love it.,1415804574000,False,0
B087WRFR11,B087WRFR11,5.0,An amazing product,I love the quick drying of the product. It is very accurate with the 10 sec drying time very very convent especially if you don’t have multiple brush && you need to clean and dry your brush to use for another color!,1597707320252,True,0
B07QDZ11HC,B07QDZ11HC,4.0,Stretchy and stays on overnight,Liked the wide stretchy band and the cute pattern. It is not too tight or loose. Stays on overnight. I have shoulder length curly hair and there is plenty of room left in the bonnet.,1599153450080,True,0
B07BDBJDSR,B07BDBJDSR,1.0,Don’t buy.,"Still can’t figure out if this polish needs to be cured under a IV lamp...? I have one and have tried the polish (in many colors) with or without curing, in between coats of the color and after using the activator. It chips instantly, never really dries. Horrible “gel” polish.",1574614242758,True,1
B07CLQ3H1Q,B07CLQ3H1Q,5.0,"Great quality, perfect for international travel.",These were great! Very thick plastic. I liked the handle strap.,1562382464796,True,0
B07RNJ1DM6,B07RNJ1DM6,5.0,convenient,This work great for any products.  I make up a green tea toner for one.  I have plain water in one.  You can fix up different hydration sprays to spritz on face.  Makes the skin feel so good.,1611350365920,True,0
B01C5G5ITY,B01C5G5ITY,5.0,Say Goodbye To Your Barber,"For all us guys who want that short, buzzed even cut - this product completely lives up to its name.  I was so impressed by the ease of use and how blazingly fast it did its job.  Highly recommended.",1594770788198,True,0
B07Q5CBFB2,B07Q5CBFB2,1.0,It has No Fragrance At All😡,Very disappointed that it smelled like nothing! I wanted it because it said watermelon and the reviews raved about how wonderful it smelled.  There was no smell at all so not happy.,1568492346269,True,0
B08HYHP1DV,B08HYHP1DV,5.0,Halloween,Bought this for my husband as part of his Halloween costume. It was perfect!,1605356399519,True,0
B07CPKCR88,B07CPKCR88,4.0,It’s ok,"All items were there but either broken, hard to open or melted...",1613625154935,True,0
B081G9NQFS,B081G9NQFS,5.0,Awesome,So cute. Granddaughter is so excited to try styles. Great purchase and value.,1644349442019,True,0
B07KM4VWZL,B07KM4VWZL,3.0,oval fake nails/ salon quality,not sure if I like them or not; some of the sizes are too big; like the ones for the thumb.  sizes are not very good.,1563729669144,True,0
B07D3NZMYS,B07D3NZMYS,5.0,Very convenient!,"I haven't used them yet, but so far I love these little TSA toiletry bags.  Adding depth to them makes it so much easier to pack lotion and make-up bottles, and keep them from slipping around.  The vinyl seems sturdy enough to withstand several trips.  Another ""feature"" I discovered, quite by accident, is that they make nice bags to take to sports events that require all bags entering the venue be clear, a requirement that seems to becoming more common these days.",1554395339721,True,9
B002T5NMGS,B002T5NMGS,5.0,Best powder puff ever!,"It's high quality.  very large, very fluffy, no fuzz.  Makes you feel good using it.  Beautiful pink bag to keep your puff in.  Great size and well made.",1385963196000,True,0
B08W2ZF6TX,B08W2ZF6TX,3.0,Okay for short use,Great length but hair got really frizzy fast and kept tangling together even with proper care.,1621970517545,True,0
B01KN3YHO8,B01KN3YHO8,3.0,My only con is that the bristles break off easily and after 4 or 5 months,"I have bought this item twice because it works so well on my frizzy, thin hair.  It takes less than 5 minutes to do my chin length hair.  It give me the body and curve I want.  My only con is that the bristles break off easily and after 4 or 5 months, I need to buy another one.  It is worth the cost as it is lessexpensive than similar products and it does what I want it to do.",1489935504000,True,0
B09ZQS3BBC,B09ZQS3BBC,5.0,Constant compliments,These are Russian Dcurl .<br />I get a lot of compliments & most believe these are extensions . They are so neat . & definitely D Curl style . Can’t wait to try a different style from JIMIREBEAUTY !!,1680144171135,True,0
B0B4RV6X1H,B0B4RV6X1H,5.0,"Very metallic, easy to use!","I love this pallet of compressed chrome powders. I think it's easier to use than the loose powders. I first used a base coat of black gel polish. I fully cured that under my lamp for two minutes. I then added a layer of top coat, but only cured it for 30 seconds, so it was still very slightly tacky. Then, I used the eyeshadow applicator to apply the chrome powder to the swatch stick. The more you rub it with light pressure the better the chrome effect turns out.",1658521503561,False,5
B07G54WR6Z,B09W1WXMRC,2.0,Gets Frizzy Really Quick,"The color is absolutely beautiful.  However, the hair started frizzing within 2 days in addition to using silk scarves and wrapping lotions. It started to look old way before its time.",1659559464709,True,0
B017E1DKDG,B017E1DKDG,5.0,Works wonders! Will never be without this product!,"My daughter loves this product.<br />She has straight, medium thick, longer than shoulder length hair. She likes to straighten it with a flat iron, dry it with a hair dyer; then she complains of 'frizzy hair' and damaged ends.  I took her recently to a mall with a REGIS salon for a trim. The professional there used this product and recommended it for her. She used it once then lost it! It was $10 there; much more expensive on Amazon but the Regis was 1/2 hour away - so I bit the bullet and purchased this.<br />Yes - it makes a difference.<br />Yes - it makes her hair silkier and softer when she dries it.<br />She loves this product and I will continue to purchase it for her. Nest time I am at that mall with the Regis 1/2 hour away I am stocking up!!",1460461555000,True,6
B01LWDF2IJ,B01LWDF2IJ,5.0,Hey There Amizon Seller 🤗,"Still too over priced,,,,, bring it back at least 10 doll hairs over the original retail price!",1482221275000,False,0
B00EEN2HCS,B0BM4GX6TT,1.0,Beware!,"This is the third time I've ordered this product. My first time, I loved the results, as what I ordered was what I got. However, my last 2 orders have both had issues: my second order was for Dark Brown, which is what the box indicated, but the inside packaging clearly stated the capsules were Medium Brown. I kept it, but was never happy with the lighter color, as I like a bold eyebrow. I've now received my most recent package, which I immediately checked that what was on the inside packaging was what was stated on the outside...it was, so I was satisfied. However, I've just tried using it for the first time, and this time, although both the inside and outside packing state the correct color (Dark Brown), I've received what now appears to be LIGHT BROWN! This will never do, but of course, it's after the timeframe for returning, so I'm stuck with it. Not sure why this happens, but beware. You will probably not get the color you order.",1564591398088,True,2
B07S9DLZGT,B07S9DLZGT,1.0,Busted purchase,Don't let the picture fool you it doesn't have length or stretching abilities. Good for a kid or a little person,1587270044390,True,0
B07GVQKHDY,B07GVQKHDY,5.0,Revisar el ingrediente que sea potassium alum,[[VIDEOID:659edf174b42a8b25e2902844853f982]] Si funciona me gusto mucho lo recomiendo al 💯 👍🏼👍🏼👍🏼,1664864594563,True,1
B07TSCD8P4,B07TSCD8P4,4.0,Love!,"I am a 61 year old woman, and a big fan of the Phoera foundations, so I wanted to try their finishing powder.  Good pigment, finely milled, and as with the foundation, a little goes a long way.  And you can't beat the price.<br />Note:  I am wearing the Phoera foundation in Warm Peach under the setting powder in the pictures attached, and were taken in natural lighting and have not been artificially retouched by any photo editing.",1570382381265,True,5
B00MBYAPD0,B00MBYAPD0,5.0,Works good,"I got this cause my friend was upset that I still used soap to clean all of my piercings, so I got this for my bellybutton piercing. It does a good job on my piercing, I had to get my bellybutton pierced twice and the second time was through the scab, so I expected for the healing process to take awhile and this spray has made the process easier than using soap",1681596606812,True,0
B01E6HRAP0,B01E6HRAP0,5.0,Good & moisturizing mask,"This is very good and moisturizing.  My face feel super refresh after applying the mask on for 20 minutes, will purchase again for sure!",1478867932000,False,0
B07WDJB6BH,B07WDJB6BH,1.0,DO NOT BUY THIS,This is the absolute worst product I’ve ever used. The lashes only stick together and not on your lashes. Biggest waste of time and money ever lol don’t buy this,1606428716736,True,0
B08RYR581H,B08RYR581H,3.0,Too Frizzy,I would say the hair is average because it was frizzy around the loop area which made it a little harder to crochet. I do like the color and it looked like the picture so overall I rate it average 3 star,1626443006619,True,0
B000VLYHXY,B000VLYHXY,3.0,Three Stars,"A little jiggly, hard to control as slips u def Hair you are grabbing",1516196838828,True,0
B084VVTP51,B084VVTP51,1.0,Not same item!,Ordered this bc I'm a hair salon and the dual function as soon as possible. What I received was a towel warmer only!!! Even the box and insert instructions showed it to be a UV sanitizer!  I'm beyond upset! I now have to send back and wait for my money to get what I really needed for the new Covid-19 guidelines to operate my business?!!,1590187379754,True,0
B00HFF6WDC,B00HFF6WDC,5.0,Pretty and Functional,"I absolutely LOVE this product.  The pattern is pretty but, more important than that, it is easy to use and protects other things in my bag and drawer from being damaged by my hot curling iron.  In fact, I like to so much that I bought two!",1418331205000,True,3
B00KCTER3U,B00KCTER3U,4.0,I love that the ingredients are natural and do not irritate ...,I love that the ingredients are natural and do not irritate my skin.  I was afraid that using during the summer months on my oily skin would be a problem but as I am only using at night it works great.,1439221493000,True,0
B07KTKMY5X,B07KTKMY5X,5.0,I thought the samples would be larger,"but for the price, it was totally fine. I love this fragrance, and I was so bummed when Avon discontinued it. I get 2 uses from each sample pack. It smells like summertime.",1553275976718,True,4
B09PL113ZV,B09PL113ZV,4.0,Pretty good for the price!,"My daughter has used this type of product before, borrowed from a friend, so I ordered it for her.  The eyeliner goes on well and the lashes seem to stick very well, but it takes some skill to get it all just right.  She has now worn them several times and they are easy to take off, fairly light weight, but she said they do itch after wearing all day.  Adhesion is good, just tricky on the ends, so again, it takes practice!  I would purchase again!",1652578058174,False,0
B08KD1KGDK,B08KD1KGDK,2.0,Old lady smell,"The smell isn't great. The glitter spray comes out in an aggressive stream, there is no fan to the spray at all. Your have to rub the glitter in, which gets it all over your hands. Kind of defeats the purpose",1640823184390,False,0
B07SR2JJL7,B07SR2JJL7,3.0,The colors are cute,"I absolutely LOVE the colors and designs. My ONLY con is the band is so damn tight I had to push it back past my edges and stretch it out a few times in order for it not to be so tight, and even then it’s still tight. But the colors are cute😩",1578763983003,True,0
B01MTQW0BK,B01MTQW0BK,1.0,"I LOVE WAHL, BUT WTF!?!?!?!?","I originally bought a $40 Norelco, that was so good, I said, what if I double the budget ya know? Must be amazing, WRONG! Returned, HATED IT!!! JUST AWFUL! I then bought the Norelco again, which has the 3 Rotary blades BTW, and again, IT'S PHENOMENAL!!! Now, I'm thinking, well maybe I should double the budget again, but stick with the Rotary Norelco, but an $80-$130 one I saw here on Amazon and return the $40 one even though, it is quite remarkable!!! THIS ONE SUCKS, AND, I'M A WAHL GUY TOO BECAUSE I CUT MY OWN HAIR, WOULDN'T SUGGEST THIS TO NOBODY!!!",1492381327000,True,6
B01N2JLUJE,B01N2JLUJE,5.0,This scent will make you a father.,"I'd give this scent 6* if I could. Starts slightly spicy n woodsy n finishes w/sweet vanilla notes. Enough in the bottle for a couple wears, definitely enough for me to know I was comfy spending the extra keish on the full bottle. This scent by MMM def warrants the price tag.",1578412136628,True,8
B00NPX8QVE,B00NPX8QVE,3.0,Ok,Not impressive i can get the same color and quality but cheaper<br />But it's not bad i like it,1545051478183,False,0
B00WMRN6XW,B00WMRN6XW,5.0,If you tease your hair you need this comb. ...,If you tease your hair you need this comb. I use it everyday and the beauty salon that I work at uses them also. They are hard to find.,1454845456000,True,0
B0001HYKBC,B0001HYKBC,5.0,The best electric shaver ever,"PROS: close shave; less skin irritation and no cut; quick charging; convenient LED displays<br /><br />CONS: pricy; pricy cartridges; fragile looking body<br /><br />I've had this shaver for 10 days and am loving it.  It only took me several days to get used to it.  It is the closest shave I've ever had with an electric.  Blade razors, like Mach 3, give better shaves but they usually leave cuts on my face so this was the best thing. I like the quick 1-hour charge a lot.  The shaving time is actually shortened for me because I just do it during the shower.  Nevertheless, the shaver at $120 is not cheap.  Like others said, Nivea cartridges can run out fast.  But I found a remedy- Nivea ""after shave balm"" 3.3 oz. at $4.79 in a local CVS pharmacy or Walmart gives you the same quality  as little five Nivea 0.4 oz. cartridges(total 2 oz.) at $5 do.  I hope this helps.",1103355474000,False,9
B06XZJTCYW,B06XZJTCYW,5.0,My skin is a lot healthier and brighter!,Love drunk elephant products! My skin is a lot healthier and brighter! The difference is definitely noticeable!,1591856426438,True,0
B005FH2SOO,B096LHP8WQ,5.0,Works Great,"Nail aide is wonderful, easy to apply and dries fast.  I highly recommend it.",1597161858679,True,16
B000FEF1V4,B000FEF1V4,5.0,Philips Norelco T980 Turbo Vacuum Trimmer,"Excellent high end trimmer.  Vacuum catches most, but not all the clipped hairs.  Like the variable controls on hair length.  Comfortable design. Very good battery life.  Only idiosyncrasy is that the control turns the clipper on a little too easily, so anything in the suitcase can easily turn it on.  (""What is that buzzing anyway?"")",1265043991000,True,1
B08B1FNMMQ,B08B1FNMMQ,5.0,Lots of cuticle pushers!,Good shape. Will be an addition to my gift bags for customers.,1631486059309,True,0
B007MRORWQ,B007MRORWQ,4.0,Works as well as that other brand - and has bristles.,This works just fine.<br /><br />The other brand uses plastic &#34;icicles&#34; to form the brush. Onlt thing i miss about those is the sharpness of the handle (it can be used to scrape the back of the tongue) and the built in tongue scraper.,1401397643000,True,1
B0057P3R7G,B0057P3R7G,5.0,Lovely scent and nice on your skin,"Glad I found this after using up the ones I had from a trip to India.  Great stuff.  I think a bit more luxurious than just using baby powder so I use sparingly.  Wish they had the smaller size bottles so I can keep one in the suitcase.  Overall, very pleased.",1566428707353,True,0
B002WPNGY8,B00355GCS6,5.0,Wonderful soap,"Have been looking for this soap and happy to see it has not been changed. gentle cleansing, amazing fragrance and clever designs. Many designs and fragrances available.",1539621679452,True,0
B007Z1NLW6,B007Z1NLW6,5.0,Great Hobby Brushes,I bought these brushes to paint small 28mm figures with achrylic paints. So far I have found them to be great. The smallest brush is perfect for intricate detail. At such a low price I would recommend picking up a set or 2 if you are afraid you might ruin one of the brush by over using it.,1381508360000,True,5
B07HDLH9FP,B07HDLH9FP,5.0,Shipped fast,"I liked the fast shipping was packaged well, it fit perfectly no issues",1577369148884,True,0
B08KSSKJKM,B08KSSKJKM,5.0,Great gift!,This was a gift for my daughter in law. I discovered a friend had also given her a similar item. She seemed to really like it and said it was different from the other and she wanted to keep it.<br />I liked it because you're able to charge it with a phone charger. She left for vacation so I'll learn more when she's back.,1610131350334,True,0
B01M5K6IBJ,B01M5K6IBJ,5.0,scruples,I have used this product for a few years and it does not  make my hair sticky and it has a great hold. there is also no smell.,1575902137232,True,0
B08R3XP7D8,B08R3XP7D8,5.0,Very great quality and fast shipping,"I’m starting my own little business, these eyelashes are very affordable! GREAT quality my customers love them ! I order them yesterday and they came next day so very fast shippin ! I would definitely recommend this product  to friends and family !",1614137375758,True,0
B075SXRXKP,B075SXRXKP,3.0,A little flimsy for multiple 8 inch Jo Jo bows.,"My 7yr old, and I were so excited to get these to hold her many, many large Jo Jo Siwa bows. I was expecting the ribbon to be a little thicker, and longer. It holds 4 large 8 inch bows comfortably. Possibly 5, however because the ribbon is really thin, it doesn't hang straight when holding, organizing, or using. The ribbon twists around, and doesn't hang straight at all. There just isn't enough space for what we need either. I think these would be great for smaller bows, tho. They look just as pictured. I'm just now learning about the different types of ribbon out there to hold the larger bows more stable. I have not found or purchased a new set, yet. I think if these were longer, it might not have been a complete miss for what I was looking for. The set with the crowns and the ribbon rings as the hooks, do fit over my daughter's dresser draw knobs, which I was hoping, and looking for when ordering. I'm still giving them a 3 star review, because they would be nice for other's needs as I've mentioned. A suggestion would be to make much longer ones. Another foot or 2, and possibly use a heavier ribbon material.<br /><br />I'm not upset with the product itself, as much as I am upset that I didn't realize that these are not ideal for a lot of large bows. They are pretty!",1532933691671,True,3
B07H2TPSZ8,B07H2TPSZ8,5.0,Worked well and quick even on curly hair,This was the first time I used a hair straightener brush and it was surprisingly good. It was easy to use and works better than a flat iron. I have curly hair and it usually takes longer for me to get them straight but this brush made it quick. The glove is a good accessory as it lets me handle the brush easily without the fear of getting a burn.,1543970103761,True,1
B09YXTRKY5,B09YXTRKY5,5.0,Easy and works great,"Loved how easy this was to use. It lasts all day and looks great. I only found one stencil out of all of them that worked for me, but I still love this product. I don’t rub or push very hard, I just blot it on and it looks great. Definitely quicker and easier than my pen/pencil.",1662034607376,False,0
B005IYYF5E,B005IYYF5E,4.0,Only good if you have VERY SHORT HAIR,"Not a Large size AT ALL !! Way to small ,Only good if you have VERY SHORT HAIR",1466513912000,True,0
B000LCETUO,B000LCETUO,5.0,A Cheap But Effective Attractant!,"I have to say I am pleasantly surprised! This simple little mixture of only 5 bucks is actually effective! I received it yesterday and took it out for a test run today for work. I work in a retail chain store so I communicate with many people every day and I got hit after hit after hit.<br /><br />My intent in wearing this was to evoke a warm and friendly persona which I radiate naturally but because this is a store, customers can be a tad dismissive to employees. So I applied my Pure Instinct to the sides of my collarbone, behind my ears, the veins on my wrist, and various dabs on my clothes so the smell can last a little longer. What a sweet and pleasant smell it has! It smells a tad like melon and bubble gum. A little powder too. Smells delicious! Despite these sweet scents, it doesn't smell ""kiddie"" and ""immature"" and plus the smell is light and could never be overpowering. It's quite the flattering scent that you could wear alone or compliment with your own signature perfume. Also the actual pheremone count in the bottle does seem to be a bit low (which is not a problem) so you cannot overdose on the pheremones and get bad effects. It's waaay too hard to overdose so dab as much as you feel is necessary on yourself. ^^<br /><br />From the moment my shift started, customers actually stopped and listened when I offered them my help and advice. They would take my bags and even passing customers would come up just to compliment me and tell me kind things. This is definitely a unisex attractant because both genders were equally affected in positive ways and made my job very fruitful today! This is the perfect pheremone mixture to use at work if you're looking for a pheremone for the work place!<br /><br />Many times customers would pass me by, stop, and exclaim that I smell wonderful and ask what I was wearing. A couple of guys came to me just to talk about how delicious I smelled, haha! Because I was having such great and magnetic success at my job, my managers were constantly praising me with excitement and even the DISTRICT MANAGER who stopped by to check on our store was highly impressed by my energy and how attracted to me the customers were.<br /><br />The smell does lessen after about 4 hours and I was not able to smell it anymore unless I really sniffed myself but it seems others could still smell it because I was still being complimented on my scent. Not bad! I reapplied on my break just for extra safety though, hehe!<br /><br />This has been a highly successful test run and I will be wearing this lovely magic in a bottle quite often! &lt;3",1359529251000,True,5
B01EB8KMVI,B01EB8KMVI,3.0,I feel it is working!,Something is working. I can feel it tightening just before I went to bed. This is day one. I have only had this for one day and dab pea size under my eye and corners of my eyes. I will wait a week before I give review.,1488290571000,False,1
B00F4ZV7O4,B00F4ZV7O4,5.0,Five Stars,Love this product for my hair.  My hair dresser uses it all the time.,1428191051000,True,0
B01MTU64KK,B01MTU64KK,5.0,Will order again,Quick shipping.. and my face feels good after only using for a few days highly recommend,1530758317985,True,1
B06Y5XQ6SJ,B06Y5XQ6SJ,4.0,"Small mouth, lid sometimes sticks, overall does the job","There is a clear plastic insert in the lid, which sometimes sticks to the glass when opened. The mouth of these is so small- I should have thought to look for larger-mouthed bottles for my juicing. They do the job though and are easily washable. I rinse as soon as I finish my juice to avoid dried-on particles.",1585353140613,True,1
B00OQWCL8M,B00OQWCL8M,5.0,Five Stars,"great for pony tails.  for what it is, it should not be so expensive",1530568012757,True,0
B0728KY299,B0728KY299,1.0,Not good for lash extensions!,Not at all good for lash extensions. They don't stick well and they are slimy,1534769113871,True,2
B07HPD1KCW,B07HPD1KCW,1.0,Don’t buy this product !,If you’re child suffers from Dry skin this shampoo will most likely cause rash on the skin! After use of this shampoo my daughter developed eczema like skin rash and doctor said it was the shampoo we use. Sure enough stopped using it and her skin is getting better.,1638137115425,True,0
B079NV9PBG,B079NV9PBG,4.0,Good last touch for facial cleaning,Good finishing touch after washing face to rehydrate and clean all soap film.,1564007385825,True,0
B077SWC7G5,B077SWC7G5,5.0,My Mom & I both love this brush and own now,"My Mom & I both love this brush and own now. Brush fits naturally in hand, very comfortably. Regardless of hairs length. My hair is just below shoulder blades and this brush doesn't make me feel like harming natural curly hair. My Mother liked brush because it was gentle on her scalp as her hair was just beginning to grow back following multiple harsh rounds of chemotherapy over the last 3 years. Initially purchased on lighting deal and so glad I did!",1530575463792,True,0
B077YR3333,B077YR3333,3.0,Doesn't Irritate My Skin,"I am in my early 50's and have been a regular user of anti-aging products for the past several years. This serum comes in a glass bottle and has a dropper applicator. It takes about half of the dropper to cover my face. It has a tacky (but not sticky) feel to it which remains for a while even after it has absorbed into the skin. The microbeads have to be crushed or else you have little white beads on your face. It's not difficult to break the beads. I just press on them and they rub into the skin. After applying the serum, my face was really dry. I have been using this at night. I have a multi-step skin care routine so I followed this with my nighttime moisturizer, then retinol, and some face oil. The serum doesn't irritate my sensitive skin. There is a mild scent, but nothing that I could recognize. Overall, it's okay. I haven't noticed any tightening or improvements in my skin. However, as a regular user of anti-aging products, I wasn't expecting anything new.",1550588697518,False,0
B09C57KNJ6,B09C57KNJ6,5.0,WOW!!!!,Wow is the word they are light weight and extremely wide which is what I needed great colors even after Washing they still held up really well,1653554369714,True,0
B072KGXRV4,B072KGXRV4,1.0,Don't Buy,IF you plan to use the handle attached to the brush. First time using the brush and the handle falls out.,1615213898868,True,0
B01IAEHX3O,B01IAEHX3O,5.0,Holy Grail for 4c Natural Hair!,I love these combs for my natural 4c hair.  I purchased 3 last year; I kept one and gave two for gifts.  I just purchased 4 more for myself.  You can detangle a large section of hair fast.,1498156957500,True,1
B092SDBRBX,B092SDBRBX,5.0,Effortlessly Perfect,"Love! Ordered the light pink and it’s beautiful! Very high end look and PERFECT for my 3 daughters (age 16, 9 and 7) as the headband fits snug. Also perfect for those beach days when it’s windy but I don’t want to wear a hat. Will def be buying in the girls school colors for back to school!!!",1622317736972,True,0
B07NZX87MZ,B07NYS5DNQ,2.0,Wasn’t what I expected,Purchased to help curb smoking cravings by having something to chew on.  Unfortunately had little to no flavoring on chews to make them somewhat enjoyable.,1632775418381,True,0
